Chromosome,Wide peak start,Wide peak end,amp/del,2q3,Wide Peak Limits,Peak Limits,Region Limits,q values,Residual q values after removing segments shared with higher peaks,Description with number,Description,Comment,Unnamed: 13,Deep Del,Shallow Del,Neutral,Low Gain,High Gain,% Deep Del,% Shallow Del,% Neutral,% Low Gain,% High Gain,n_genes,Genes
chr18,18463742,20176616,Amp,18q11.2 ,chr18:18463742-20176616(probes 762115:762804)    ,chr18:18976508-18980870(probes 762235:762235)    ,chr18:18398051-24080924(probes 762105:763944)    ,0.00010947,0.2351,---,---,,,1,180,195,93,20,0.2%,36.8%,39.9%,19.0%,4.1%,11,"RIOK3(0.62),NPC1(0.57),OSBPL1A(0.52),RBBP8(0.52),CABLES1(0.51),CABYR(0.44),ANKRD29(0.20),LAMA3(0.20),C18orf8(NA),C18orf45(NA),TTC39C(NA),"
chr18,69617510,76117153,Del,18q23   ,chr18:69617510-76117153(probes 776454:778579)    ,chr18:75983717-76117153(probes 778560:778579)    ,chr18:56056699-76117153(probes 773526:778579)    ,1.61e-11,1.61e-11,18q23 [28],18q23,,,13,314,116,40,6,2.7%,64.2%,23.7%,8.2%,1.2%,28,"TXNL4A(0.69),ZNF236(0.64),ATP9B(0.62),ZADH2(0.58),CTDP1(0.57),LOC400657(0.53),MBP(0.49),CYB5A(0.47),PQLC1(0.47),ZNF407(0.46),CNDP2(0.45),ZNF516(0.42),ADNP2(0.42),TSHZ1(0.36),PARD6G(0.36),FBXO15(0.28),NFATC1(0.16),CNDP1(0.15),LOC284276(0.06),SALL3(-0.01),GALR1(-0.02),KCNG2(-0.04),C18orf55(NA),C18orf22(NA),FAM69C(NA),C18orf62(NA),HSBP1L1(NA),LOC100130522(NA),"
chr19,34934008,35059410,Amp,19q12   ,chr19:34934008-35059410(probes 788332:788351)    ,chr19:34981905-34997617(probes 788340:788344)    ,chr19:23143704-46255209(probes 787569:792533)    ,1.89e-102,2.57e-96,CCNE1 [1],CCNE1,,CCNE1,0,46,182,150,111,0.0%,9.4%,37.2%,30.7%,22.7%,1,"CCNE1^|(0.60),"
chr19,44455609,45045812,Amp,19q13.2 ,chr19:44455609-45045812(probes 791874:792123)    ,chr19:44828320-44857738(probes 792037:792040)    ,chr19:23143704-46255209(probes 787569:792533)    ,5.54e-29,7.57e-23,19q13.2 [24],19q13.2,,,2,134,167,131,55,0.4%,27.4%,34.2%,26.8%,11.2%,24,"PAF1(0.77),SUPT5H(0.75),TIMM50(0.73),MED29(0.72),EID2(0.71),FBL(0.67),SAMD4B(0.65),RPS16(0.62),EID2B(0.54),PLEKHG2(0.54),DYRK1B(0.53),DLL3(0.42),SELV(0.36),ZFP36(0.24),LRFN1(0.19),LOC400696(0.19),IL29(0.16),LGALS14(0.05),CLC(0.03),LGALS13(0.03),GMFG(-0.04),FCGBP(-0.08),LEUTX(NA),LOC100129935(NA),"
chr19,12983113,14103663,Amp,19p13.13,chr19:12983113-14103663(probes 783894:784389)    ,chr19:13749627-13759579(probes 784205:784208)    ,chr19:8706525-22833042(probes 782116:787519)      ,5.66e-26,6.5e-18,19p13.13 [29],19p13.13,,,0,93,158,173,65,0.0%,19.0%,32.3%,35.4%,13.3%,29,"CCDC130(0.74),TRMT1(0.71),STX10(0.70),CC2D1A(0.68),PRKACA(0.64),ZSWIM4(0.54),IER2(0.53),ASF1B(0.52),NFIX(0.45),RFX1(0.42),IL27RA(0.37),CACNA1A(0.36),NANOS3(0.35),RLN3(0.15),PODNL1(0.14),LYL1(0.04),C19orf53(NA),C19orf57(NA),MRI1(NA),SAMD1(NA),DCAF15(NA),NACC1(NA),LOC113230(NA),PALM3(NA),MIR181C(NA),MIR23A(NA),MIR24-2(NA),MIR27A(NA),MIR181D(NA),"
chr19,16904747,17492634,Amp,19p13.11,chr19:16904747-17492634(probes 785548:785809)    ,chr19:17216560-17229764(probes 785691:785694)    ,chr19:8706525-22833042(probes 782116:787519)      ,3.14e-16,1.12e-07,19p13.11 [20],19p13.11,,,1,76,175,181,56,0.2%,15.5%,35.8%,37.0%,11.5%,20,"USE1(0.63),GTPBP3(0.61),MRPL34(0.61),PGLS(0.58),MYO9B(0.56),NR2F6(0.54),FAM125A(0.54),OCEL1(0.51),ABHD8(0.49),SLC27A1(0.42),CPAMD8(0.33),BST2(0.30),USHBP1(0.18),NXNL1(0.08),PLVAP(-0.01),C19orf62(NA),ANO8(NA),DDA1(NA),HAUS8(NA),ANKLE1(NA),"
chr19,40235837,40343503,Amp,19q13.12,chr19:40235837-40343503(probes 790062:790113)    ,chr19:40308934-40320866(probes 790097:790100)    ,chr19:23143704-46255209(probes 787569:792533)    ,6.730000000000001e-21,2.26e-05,19q13.12 [7],19q13.12,,,0,92,181,165,51,0.0%,18.8%,37.0%,33.7%,10.4%,7,"HPN(0.27),FXYD7(0.26),FXYD3(0.24),FXYD1(0.23),FXYD5(0.18),LGI4(0.18),LOC100128675(NA),"
chr19,9939435,10733001,Amp,19p13.2 ,chr19:9939435-10733001(probes 782563:782961)      ,chr19:10114702-10125465(probes 782642:782646)    ,chr19:8706525-22833042(probes 782116:787519)      ,1.98e-08,0.0004511,---,---,,,1,156,147,132,53,0.2%,31.9%,30.1%,27.0%,10.8%,36,"KEAP1(0.76),TYK2(0.74),EIF3G(0.73),MRPL4(0.73),CDC37(0.73),KRI1(0.72),FDX1L(0.70),QTRT1(0.68),DNM2(0.67),PPAN(0.67),ATG4D(0.63),ILF3(0.60),DNMT1(0.60),SLC44A2(0.57),AP1M2(0.53),ICAM3(0.53),CDKN2D(0.44),RAVER1(0.42),PDE4A(0.36),ICAM5(0.23),ICAM1(0.23),ICAM4(0.19),P2RY11(0.11),ANGPTL6(0.09),RDH8(0.07),COL5A3(0.01),S1PR2(NA),S1PR5(NA),C19orf66(NA),LOC147727(NA),C3P1(NA),SNORD105(NA),PPAN-P2RY11(NA),MIR638(NA),SNORD105B(NA),ZGLP1(NA),"
chr19,20823633,21917935,Amp,19p12   ,chr19:20823633-21917935(probes 787057:787303)    ,chr19:21301689-21342313(probes 787149:787153)    ,chr19:8706525-22833042(probes 782116:787519)      ,3.31e-05,0.051209,---,---,,,1,92,197,167,32,0.2%,18.8%,40.3%,34.2%,6.5%,11,"ZNF431(0.62),ZNF430(0.60),ZNF100(0.56),ZNF429(0.53),ZNF708(0.52),ZNF85(0.52),ZNF714(0.50),ZNF43(0.49),ZNF493(0.48),ZNF738(0.45),LOC641367(0.08),"
chr19,1264798,4426322,Del,19p13.3 ,chr19:1264798-4426322(probes 778918:780295)        ,chr19:1410599-1506151(probes 778980:779014)        ,chr19:1-9049488(probes 778580:782236)               ,2.98e-57,1.18e-20,19p13.3 [101],19p13.3,,,7,405,59,18,0,1.4%,82.8%,12.1%,3.7%,0.0%,101,"APBA3(0.52),HMG20B(0.50),SIRT6(0.49),SGTA(0.49),CSNK1G2(0.49),LSM7(0.49),CCDC94(0.48),AES(0.48),GNA11(0.48),SH3GL1(0.48),AP3D1(0.47),ZNF57(0.47),RPS15(0.47),STAP2(0.46),ZNF554(0.46),SCAMP4(0.45),MUM1(0.45),PLEKHJ1(0.45),UQCR(0.44),ZNF555(0.43),MAP2K2(0.43),HDGF2(0.43),THOP1(0.42),SLC39A3(0.42),MBD3(0.42),BTBD2(0.42),NCLN(0.42),OAZ1(0.42),MKNK2(0.41),NDUFS7(0.39),EEF2(0.39),TIMM13(0.39),MRPL54(0.38),CHAF1A(0.37),MPND(0.36),MEX3D(0.36),MOBKL2A(0.36),FZR1(0.36),SPPL2B(0.36),DAPK3(0.35),ZNF77(0.35),PIP5K1C(0.33),SF3A2(0.33),NFIC(0.33),LMNB2(0.33),REEP6(0.31),FAM108A1(0.30),ZNF556(0.30),ZBTB7A(0.28),DOT1L(0.27),GNG7(0.27),TJP3(0.27),TCF3(0.27),ADAT3(0.25),PIAS4(0.24),DAZAP1(0.23),GAMT(0.23),GADD45B(0.23),DOHH(0.22),BRUNOL5(0.21),DIRAS1(0.20),TLE2(0.19),PCSK4(0.18),TLE6(0.18),REXO1(0.18),KLF16(0.17),GNA15(0.16),MATK(0.14),EBI3(0.13),TBXA2R(0.12),ANKRD24(0.11),AMH(0.11),FSD1(0.08),ADAMTSL5(0.06),SHD(0.06),ATP8B3(0.05),APC2(0.04),GIPC3(0.03),ONECUT3(0.03),TMIGD2(0.02),ITGB1BP3(0.02),CREB3L3(0.01),TMPRSS9(0.00),ATCAY(-0.00),S1PR4(NA),ZFR2(NA),SNORD37(NA),C19orf29(NA),UBXN6(NA),RAX2(NA),C19orf36(NA),JSRP1(NA),C19orf28(NA),PLK5P(NA),C19orf25(NA),C19orf34(NA),C19orf77(NA),C19orf35(NA),LINGO3(NA),MIR637(NA),C19orf71(NA),"
chr19,1,306931,Del,19p13.3 ,chr19:1-306931(probes 778580:778605)                 ,chr19:1-272661(probes 778580:778594)                 ,chr19:1-9049488(probes 778580:782236)               ,3.03e-56,1.03e-16,19p13.3 [7],19p13.3,,,13,398,58,20,0,2.7%,81.4%,11.9%,4.1%,0.0%,7,"MIER2(0.37),PPAP2C(0.22),FAM138F(-0.07),OR4F17(NA),FLJ45445(NA),FAM138A(NA),FAM138C(NA),"
chr19,63736798,63811651,Del,19q13.43,chr19:63736798-63811651(probes 799532:799552)    ,chr19:63746107-63811651(probes 799534:799552)    ,chr19:62592739-63811651(probes 799023:799552)    ,8.72e-06,4.69e-05,---,---,,,5,245,152,82,5,1.0%,50.1%,31.1%,16.8%,1.0%,6,"UBE2M(0.67),TRIM28(0.65),CHMP2A(0.63),MGC2752(0.58),MZF1(0.52),LOC100131691(NA),"
chr19,45712960,55025072,Del,19q13.32,chr19:45712960-55025072(probes 792372:796099)    ,chr19:52066055-52079466(probes 794764:794767)    ,chr19:52036501-52229496(probes 794752:794838)    ,0.042749,0.1682,---,---,,,3,182,175,108,21,0.6%,37.2%,35.8%,22.1%,4.3%,323,"EGLN2(0.72),CCDC97(0.70),ZNF45(0.67),ZNF180(0.67),SHKBP1(0.66),ZNF526(0.66),CLPTM1(0.66),GSK3A(0.64),ZNF576(0.64),GRWD1(0.64),KDELR1(0.64),TOMM40(0.64),ZNF224(0.63),PPP5C(0.63),ZNF574(0.63),ADCK4(0.63),ZNF227(0.62),ZNF230(0.62),MEGF8(0.61),PVR(0.61),XRCC1(0.61),ZNF222(0.61),ZNF155(0.61),ZNF226(0.60),ZNF235(0.60),BCKDHA(0.60),PVRL2(0.60),ERCC1(0.60),ZNF234(0.60),PRKD2(0.60),GYS1(0.60),RUVBL2(0.60),FBXO46(0.59),IRF3(0.59),CALM3(0.59),ZNF225(0.58),MARK4(0.58),DEDD2(0.58),GEMIN7(0.58),NUCB1(0.58),BCL2L12(0.57),RAB4B(0.57),NAPA(0.57),ITPKC(0.57),ZNF223(0.57),ZNF283(0.57),ZNF284(0.56),AP2S1(0.56),CD3EAP(0.56),EXOSC5(0.55),ZNF428(0.55),GRLF1(0.55),ERCC2(0.55),RABAC1(0.54),STRN4(0.54),SNRPD2(0.54),OPA3(0.54),BCAT2(0.54),PAFAH1B3(0.54),SAE1(0.54),PIH1D1(0.54),ERF(0.54),IRF2BP1(0.53),EML2(0.53),VASP(0.52),NOSIP(0.52),CARD8(0.52),CIC(0.51),PRMT1(0.50),SEPW1(0.50),SYMPK(0.50),RPL18(0.49),DMWD(0.48),LIG1(0.48),ETHE1(0.48),MED25(0.47),TRAPPC6A(0.46),RPS19(0.46),ZNF285A(0.46),ARHGEF1(0.46),SPHK2(0.45),NUMBL(0.45),PRR12(0.45),AP2A1(0.45),CADM4(0.45),DMPK(0.45),ZNF233(0.44),BAX(0.44),PRRG2(0.44),FKRP(0.44),DBP(0.43),BCAM(0.43),RPL13A(0.43),ZNF404(0.42),FTL(0.42),CBLC(0.42),IRGQ(0.42),DHX34(0.41),B9D2(0.41),KPTN(0.40),CCDC9(0.40),ZNF221(0.40),FUT1(0.40),PPP1R13L(0.40),SFRS16(0.39),FUZ(0.38),SNRPA(0.37),CCDC8(0.37),GLTSCR2(0.37),RPS11(0.37),SCAF1(0.37),RELB(0.37),SLC1A5(0.36),CEACAM19(0.36),TRPM4(0.36),PPP1R15A(0.34),FCGRT(0.34),LIN7B(0.34),ZNF229(0.33),GLTSCR1(0.33),LIPE(0.33),EHD2(0.33),PLEKHA4(0.32),LTBP4(0.32),TMEM91(0.31),SIX5(0.30),B3GNT8(0.29),LYPD3(0.29),KLC3(0.29),HIF3A(0.29),PPFIA3(0.28),TEAD2(0.28),KCNJ14(0.27),PHLDB3(0.26),CNFN(0.26),ALDH16A1(0.25),RCN3(0.25),PLAUR(0.25),RTN2(0.24),RRAS(0.23),GRIK5(0.23),ZNF114(0.22),ZNF575(0.22),RSHL1(0.22),SPTBN4(0.21),CYP2S1(0.21),RASIP1(0.21),CA11(0.19),BCL3(0.19),LMTK3(0.19),DACT3(0.19),CYP2B7P1(0.19),DHDH(0.19),FAM83E(0.18),APOE(0.18),AXL(0.18),IGFL1(0.18),FLT3LG(0.17),IZUMO1(0.17),BLOC1S3(0.17),LYPD5(0.17),HSD17B14(0.17),CPT1C(0.16),FUT2(0.16),BBC3(0.16),ATP1A3(0.15),KCNN4(0.15),TMEM143(0.14),NPAS1(0.14),TMEM145(0.14),FOSB(0.14),TGFB1(0.14),SULT2B1(0.13),IGFL2(0.13),PTGIR(0.13),POU2F2(0.13),MIA(0.13),IGFL3(0.12),KCNA7(0.11),CKM(0.11),CEACAM1(0.11),FLJ40125(0.11),NKPD1(0.11),CYP2A6(0.11),CD177(0.10),NOVA2(0.10),PLA2G4C(0.10),EMP3(0.10),CYP2F1(0.10),EXOC3L2(0.10),GPR4(0.09),C5AR1(0.09),CYP2A7(0.09),SLC6A16(0.09),IGFL4(0.09),CEACAM6(0.09),FOXA3(0.08),CYP2A13(0.08),ZNF541(0.07),CD79A(0.07),SLC8A2(0.07),CEACAM3(0.07),PSG6(0.07),CEACAM16(0.06),CGB1(0.06),MEIS3(0.06),CEACAM7(0.06),TULP2(0.05),CD37(0.05),APOC1(0.05),PGLYRP1(0.05),CEACAM21(0.04),GIPR(0.04),PSG5(0.03),GNG8(0.03),SYNGR4(0.03),PSG9(0.03),CYP2B6(0.03),SLC17A7(0.03),TEX101(0.03),SPACA4(0.03),CEACAM8(0.02),PSG11(0.02),DMRTC2(0.02),PSG2(0.02),PSG4(0.02),PSG3(0.01),CEACAM20(0.01),NANOS2(0.01),CRX(0.01),CEACAM5(0.01),TSKS(0.00),IRGC(0.00),APOC4(0.00),SULT2A1(-0.00),DKKL1(-0.00),PSG8(-0.01),CGB2(-0.01),HRC(-0.01),GRIN2D(-0.01),GPR77(-0.01),APOC2(-0.01),PSG7(-0.02),FGF21(-0.03),CCDC114(-0.03),LYPD4(-0.04),PSG1(-0.04),TPRX1(-0.05),CEACAM4(-0.07),CGB7(-0.08),CABP5(-0.08),LHB(-0.09),ELSPBP1(-0.09),APOC1P1(NA),CGB(NA),NTF4(NA),SNRNP70(NA),ZFP112(NA),CYTH2(NA),HNRNPUL1(NA),ZC3H4(NA),PRG1(NA),SNORD35A(NA),SNORD34(NA),SNORD33(NA),SNORD32A(NA),QPCTL(NA),TMEM160(NA),ATP5SL(NA),C19orf73(NA),PNMAL1(NA),C19orf61(NA),PNMAL2(NA),SNORD35B(NA),DKFZp434J0226(NA),CGB5(NA),CGB8(NA),PTH2(NA),NTN5(NA),CCDC155(NA),ZNF296(NA),C19orf76(NA),PRR24(NA),C19orf54(NA),PRR19(NA),CXCL17(NA),MAMSTR(NA),MYPOP(NA),FLJ41856(NA),MIR150(NA),MIR330(NA),PSG10(NA),SEC1(NA),SNORD23(NA),MIR642(NA),RPL13AP5(NA),CCDC61(NA),MIR769(NA),SNAR-G1(NA),SNAR-A1(NA),SNAR-A2(NA),SNAR-A12(NA),BSPH1(NA),SNAR-A3(NA),SNAR-A5(NA),SNAR-A7(NA),SNAR-A11(NA),SNAR-A9(NA),SNAR-A4(NA),SNAR-A6(NA),SNAR-A8(NA),SNAR-A13(NA),SNAR-A10(NA),SNAR-C2(NA),SNAR-C4(NA),SNAR-E(NA),SNAR-C5(NA),SNAR-C1(NA),SNAR-C3(NA),SNAR-G2(NA),SRRM5(NA),C19orf69(NA),SNAR-A14(NA),"
chr20,61411961,62435964,Amp,20q13.33,chr20:61411961-62435964(probes 819112:819504)    ,chr20:61967807-62033568(probes 819334:819378)    ,chr20:54389604-62435964(probes 816532:819504)    ,9.72e-06,1.85e-05,20q13.33 [39],20q13.33,,,0,27,129,282,51,0.0%,5.5%,26.4%,57.7%,10.4%,39,"TPD52L2(0.60),PRPF6(0.54),UCKL1(0.52),DNAJC5(0.51),ZGPAT(0.50),ZNF512B(0.47),ARFRP1(0.42),GMEB2(0.41),SLC2A4RG(0.40),RTEL1(0.36),TCEA2(0.35),PCMTD2(0.32),RGS19(0.31),ZBTB46(0.24),MYT1(0.19),LIME1(0.16),SAMD10(0.13),SOX18(0.11),PRIC285(0.11),OPRL1(0.08),COL20A1(0.06),STMN3(0.05),EEF1A2|(0.01),NPBWR2(-0.00),PTK6|(-0.01),CHRNA4(-0.01),SRMS(-0.02),KCNQ2(-0.03),TNFRSF6B(NA),C20orf195(NA),PPDPF(NA),C20orf135(NA),C20orf201(NA),NCRNA00176(NA),MIR647(NA),UCKL1AS(NA),MIR941-1(NA),MIR941-2(NA),MIR941-3(NA),"
chr20,29703246,29808748,Amp,20q11.21,chr20:29703246-29808748(probes 807903:807946)    ,chr20:29766209-29771477(probes 807930:807931)    ,chr20:29376656-30935539(probes 807773:808441)    ,0.00034744,0.00034744,BCL2L1 [2],BCL2L1,,,0,16,175,263,35,0.0%,3.3%,35.8%,53.8%,7.2%,2,"TPX2(0.39),BCL2L1(0.39),"
chr20,45338887,45497265,Amp,20q13.12,chr20:45338887-45497265(probes 813824:813879)    ,chr20:45402401-45410450(probes 813856:813856)    ,chr20:45262868-45702192(probes 813791:813959)    ,0.00048869,0.00090361,ZMYND8 [2],ZMYND8,,,0,28,153,270,38,0.0%,5.7%,31.3%,55.2%,7.8%,2,"ZMYND8(0.31),LOC100131496(NA),"
chr21,1,23298229,Del,21q11.2 ,chr21:1-23298229(probes 819505:822441)           ,chr21:15276597-15305052(probes 819880:819895)    ,chr21:1-23313041(probes 819505:822443)           ,0.00010327,0.00010327,---,---,,,10,156,209,108,6,2.0%,31.9%,42.7%,22.1%,1.2%,29,"USP25(0.59),BTG3(0.53),CXADR(0.48),RBM11(0.36),NRIP1(0.31),CHODL(0.26),SAMSN1(0.13),ABCC13(0.08),NCAM2(0.05),TPTE(-0.02),BAGE2(-0.05),PRSS7(-0.08),LIPI(-0.10),BAGE(NA),HSPA13(NA),NCRNA00157(NA),C21orf15(NA),C21orf91(NA),BAGE5(NA),BAGE4(NA),BAGE3(NA),C21orf99(NA),POTED(NA),C21orf131(NA),C21orf34(NA),C21orf81(NA),MIRLET7C(NA),MIR125B2(NA),MIR99A(NA),"
chr21,41501909,46944323,Del,21q22.3 ,chr21:41501909-46944323(probes 829533:832016)    ,chr21:46855885-46944323(probes 831992:832016)    ,chr21:46646725-46944323(probes 831897:832016)    ,0.041643,0.041643,---,---,,,1,190,183,109,6,0.2%,38.9%,37.4%,22.3%,1.2%,96,"UBE2G2(0.68),PWP2(0.67),MCM3AP(0.66),PRMT2(0.65),RRP1(0.63),PCNT(0.62),POFUT2(0.62),U2AF1(0.62),RRP1B(0.62),PFKL(0.60),SUMO3(0.57),NDUFV3(0.57),PTTG1IP(0.57),LSS(0.57),AGPAT3(0.56),PDXK(0.55),DIP2A(0.53),CSTB(0.53),WDR4(0.50),SLC37A1(0.49),PKNOX1(0.46),ADARB1(0.43),RIPK4(0.42),MCM3APAS(0.39),ICOSLG(0.39),SLC19A1(0.39),PRDM15(0.38),CBS(0.37),BACE2(0.37),ZNF295(0.37),HSF2BP(0.34),TRPM2(0.34),COL18A1(0.30),TMPRSS3(0.30),MX1(0.27),RSPH1(0.24),PDE9A(0.23),MX2(0.22),FAM3B(0.20),ABCG1(0.17),LRRC3(0.15),TMPRSS2(0.14),ITGB2(0.13),COL6A1(0.12),COL6A2(0.11),KRTAP12-1(0.10),TFF2(0.09),TFF3(0.09),PCBP3(0.08),FTCD(0.07),S100B(0.04),UMODL1(0.03),TFF1(0.02),KRTAP12-2(0.01),DNMT3L(0.01),UBASH3A(-0.03),LOC284837(-0.03),KRTAP12-4(-0.04),KRTAP10-3(-0.05),KRTAP10-5(-0.06),CRYAA(-0.08),KRTAP10-2(-0.08),AIRE(-0.08),KRTAP10-10(-0.09),KRTAP10-1(-0.09),KRTAP10-11(-0.10),KRTAP10-4(-0.10),KRTAP10-9(-0.11),KRTAP10-8(-0.11),KRTAP10-12(-0.12),KRTAP12-3(-0.12),KRTAP10-7(-0.14),C21orf2(NA),TRAPPC10(NA),C21orf33(NA),C2CD2(NA),C21orf58(NA),C21orf57(NA),C21orf29(NA),NCRNA00112(NA),NCRNA00111(NA),C21orf56(NA),C21orf67(NA),C21orf70(NA),C21orf84(NA),C21orf90(NA),SIK1(NA),C21orf129(NA),C21orf121(NA),C21orf128(NA),C21orf125(NA),NCRNA00162(NA),NCRNA00175(NA),KRTAP10-6(NA),LOC642852(NA),C21orf122(NA),"
chr22,28450357,28767355,Amp,22q12.2 ,chr22:28450357-28767355(probes 837155:837262)    ,chr22:28534094-28541405(probes 837199:837202)    ,chr22:28291839-29401322(probes 837091:837604)    ,0.00020761,0.00020761,MTMR3 [5],MTMR3,,,1,319,98,55,16,0.2%,65.2%,20.0%,11.2%,3.3%,5,"MTMR3(0.73),ASCC2(0.71),UCRC(0.69),ZMAT5(0.65),CABP7(0.15),"
chr22,49443563,49691432,Del,22q13.33,chr22:49443563-49691432(probes 846805:846847)    ,chr22:49481137-49498777(probes 846820:846827)    ,chr22:40601303-49691432(probes 842916:846847)    ,1.01e-39,1.01e-39,22q13.33 [4],22q13.33,,,42,381,49,15,2,8.6%,77.9%,10.0%,3.1%,0.4%,4,"SHANK3(0.37),RABL2B(0.22),ACR(0.10),RPL23AP82(NA),"
