chrom	start	end	Gene
chr1	201281452	201283651	PKP1
chr1	201429667	201431866	TNNI1
chr1	201505241	201507440	CSRP1
chr1	201509257	201511456	CSRP1
chr1	201717508	201719707	NAV1
chr1	201737307	201739506	NAV1
chr1	201806611	201808810	NAV1
chr1	202005945	202008144	ELF3
chr1	202010264	202012463	ELF3
chr1	202144544	202146743	ARL8A
chr1	202346699	202348898	PPP1R12B
chr1	202527228	202529427	PPP1R12B
chr1	203024491	203026690	PPFIA4
chr1	203088654	203090853	ADORA1
chr1	203793623	203795822	ZBED6
chr1	203793623	203795822	ZBED6
chr1	204190125	204192324	REN
chr1	204514379	204516578	MDM4
chr1	205084261	205086460	TMEM81
chr1	205084261	205086460	RBBP5
chr1	205121816	205124015	RBBP5
chr1	205211503	205213702	DSTYK
chr1	205356891	205359090	KLHDC8A
chr1	205448199	205450398	LEMD1
chr1	205453929	205456128	LEMD1
chr1	205455755	205457954	LEMD1
chr1	205502596	205504795	CDK18
chr1	206201346	206203545	FAM72A
chr1	206505531	206507730	RASSF5
chr1	206768764	206770963	IL10
chr1	206895443	206897642	IL24
chr1	207032366	207034565	PFKFB2
chr1	207032557	207034756	PFKFB2
chr1	207052781	207054980	PFKFB2
chr1	207052781	207054980	YOD1
chr1	207750037	207752236	CD46
chr1	209581714	209583913	CAMK1G
chr1	209684178	209686377	HSD11B1
chr1	209723926	209726125	HSD11B1
chr1	209805976	209808175	IRF6
chr1	209805980	209808179	IRF6
chr1	211133175	211135374	KCNH1
chr1	211133175	211135374	KCNH1
chr1	211133175	211135374	KCNH1
chr1	211188334	211190533	KCNH1
chr1	211324615	211326814	TRAF5
chr1	211673749	211675948	NEK2
chr1	211675431	211677630	NEK2
chr1	212033553	212035752	DTL
chr1	212035358	212037557	DTL
chr1	212051807	212054006	DTL
chr1	212075613	212077812	DTL
chr1	212563334	212565533	ATF3
chr1	212789828	212792027	NSL1
chr1	212847450	212849649	SPATA45
chr1	212948520	212950719	VASH2
chr1	213049233	213051432	RPS6KC1
chr1	213988309	213990508	PROX1
chr1	215003775	215005974	KCNK2
chr1	217137556	217139755	ESRRG
chr1	220090263	220092462	BPNT1
chr1	220526136	220528335	MARK1
chr1	222587825	222590024	TAF1A
chr1	222589734	222591933	TAF1A
chr1	222735202	222737401	FAM177B
chr1	223699593	223701792	CAPN2
chr1	224173756	224175955	DEGS1
chr1	224177641	224179840	DEGS1
chr1	224894262	224896461	DNAH14
chr1	225428726	225430925	LBR
chr1	225652943	225655142	ENAH
chr1	225921943	225924142	LEFTY1
chr1	225924079	225926278	LEFTY1
chr1	225924141	225926340	LEFTY1
chr1	225921943	225924142	PYCR2
chr1	225924079	225926278	PYCR2
chr1	225924141	225926340	PYCR2
chr1	226059851	226062050	H3-3A
chr1	226061699	226063898	H3-3A
chr1	227318293	227320492	CDC42BPA
chr1	227561543	227563742	ZNF678
chr1	227735212	227737411	SNAP47
chr1	228137962	228140161	GUK1
chr1	228147930	228150129	GUK1
chr1	228206044	228208243	OBSCN-AS1
chr1	228213465	228215664	OBSCN-AS1
chr1	228206044	228208243	OBSCN
chr1	228213465	228215664	OBSCN
chr1	228275867	228278066	OBSCN
chr1	228368355	228370554	OBSCN
chr1	228406636	228408835	TRIM17
chr1	228416662	228418861	TRIM17
chr1	229247636	229249835	TMEM78
chr1	229269062	229271261	RAB4A
chr1	229271043	229273242	RAB4A
chr1	229433905	229436104	ACTA1
chr1	230745384	230747583	CAPN9
chr1	230794954	230797153	CAPN9
chr1	230795293	230797492	CAPN9
chr1	230866259	230868458	C1orf198
chr1	230869390	230871589	C1orf198
chr1	230976981	230979180	TTC13
chr1	230978676	230980875	TTC13
chr1	231160058	231162257	TRIM67
chr1	231187428	231189627	TRIM67
chr1	231239207	231241406	C1orf131
chr1	231240988	231243187	C1orf131
chr1	231335104	231337303	EXOC8
chr1	231337653	231339852	EXOC8
chr1	235189917	235192116	ARID4B
chr1	235325350	235327549	ARID4B
chr1	235326570	235328769	ARID4B
chr1	235328020	235330219	ARID4B
chr1	235326570	235328769	GGPS1
chr1	235328020	235330219	GGPS1
chr1	235650555	235652754	GNG4
chr1	236346257	236348456	EDARADD
chr1	236524309	236526508	LGALS8
chr1	237890723	237892922	ZP4
chr1	239769931	239772130	CHRM3
chr1	239899673	239901872	CHRM3
chr1	241130272	241132471	RGS7
chr1	241355343	241357542	RGS7
chr1	241357175	241359374	RGS7
chr1	241650278	241652477	WDR64
chr1	241677177	241679376	WDR64
chr1	241955767	241957966	BECN2
chr1	243794201	243796400	AKT3
chr1	244350635	244352834	C1orf100
chr1	244864361	244866560	HNRNPU
chr1	245000153	245002352	EFCAB2
chr1	247007894	247010093	ZNF695
chr1	247171821	247174020	ZNF124
chr1	247330331	247332530	ZNF496
chr1	247330351	247332550	ZNF496
chr1	247330765	247332964	ZNF496
chr1	247331668	247333867	ZNF496
chr1	247505058	247507257	GCSAML
chr1	247530605	247532804	GCSAML
chr1	247536241	247538440	GCSAML
chr1	248858945	248861144	ZNF692
chr1	248904196	248906395	PGBD2
chr10	73964	76163	TUBB8
chr10	647948	650147	LOC124900286
chr10	661047	663246	LOC124900286
chr10	1047538	1049737	WDR37
chr10	1048920	1051119	WDR37
chr10	3172642	3174841	PITRM1
chr10	3785082	3787281	KLF6
chr10	4784629	4786828	AKR1E2
chr10	4784901	4787100	AKR1E2
chr10	5017832	5020031	AKR1C2
chr10	5093344	5095543	AKR1C3
chr10	5193463	5195662	AKR1C4
chr10	5682731	5684930	TASOR2
chr10	5841933	5844132	GDI2
chr10	5888203	5890402	FBH1
chr10	5889707	5891906	FBH1
chr10	5945701	5947900	IL15RA
chr10	6142934	6145133	PFKFB3
chr10	6150196	6152395	PFKFB3
chr10	6152063	6154262	PFKFB3
chr10	6202494	6204693	PFKFB3
chr10	10796397	10798596	CELF2
chr10	10952035	10954234	CELF2
chr10	11010920	11013119	CELF2
chr10	11105574	11107773	CELF2
chr10	11319685	11321884	CELF2
chr10	12042971	12045170	UPF2
chr10	12127637	12129836	SEC61A2
chr10	12130617	12132816	SEC61A2
chr10	13097449	13099648	CCDC3
chr10	13099453	13101652	CCDC3
chr10	13099453	13101652	OPTN
chr10	13234175	13236374	UCMA
chr10	13302213	13304412	PHYH
chr10	14836302	14838501	CDNF
chr10	14836306	14838505	CDNF
chr10	14838376	14840575	CDNF
chr10	14876820	14879019	SUV39H2
chr10	14954233	14956432	DCLRE1C
chr10	15030227	15032426	OLAH
chr10	15095180	15097379	RPP38
chr10	15095237	15097436	RPP38
chr10	15097120	15099319	RPP38
chr10	16434943	16437142	PTER
chr10	17949839	17952038	SLC39A12
chr10	18010363	18012562	SLC39A12
chr10	21172014	21174213	NEBL
chr10	21522646	21524845	MLLT10
chr10	21526169	21528368	MLLT10
chr10	22314386	22316585	COMMD3-BMI1
chr10	22314388	22316587	COMMD3-BMI1
chr10	22319099	22321298	COMMD3-BMI1
chr10	22926024	22928223	ARMC3
chr10	23692746	23694945	KIAA1217
chr10	24273685	24275884	KIAA1217
chr10	25014612	25016811	ENKUR
chr10	25062080	25064279	ENKUR
chr10	25014612	25016811	THNSL1
chr10	26787017	26789216	ABI1
chr10	26860888	26863087	ABI1
chr10	27152824	27155023	YME1L1
chr10	27152824	27155023	MASTL
chr10	27155067	27157266	MASTL
chr10	27742786	27744985	MKX
chr10	27745861	27748060	MKX
chr10	28289151	28291350	MPP7
chr10	28301300	28303499	MPP7
chr10	28334287	28336486	MPP7
chr10	28530493	28532692	WAC
chr10	28532867	28535066	WAC
chr10	29544898	29547097	SVIL
chr10	29602147	29604346	SVIL
chr10	31031089	31033288	ZNF438
chr10	31031738	31033937	ZNF438
chr10	31928677	31930876	ARHGAP12
chr10	32345397	32347596	EPC1
chr10	32378599	32380798	EPC1
chr10	33209277	33211476	NRP1
chr10	33336063	33338262	NRP1
chr10	34813767	34815966	PARD3
chr10	34815126	34817325	PARD3
chr10	35079481	35081680	CUL2
chr10	35126821	35129020	CREM
chr10	35245025	35247224	CCNY
chr10	35444370	35446569	CCNY
chr10	37795910	37798109	ZNF248
chr10	38008650	38010849	ZNF33A
chr10	38092334	38094533	ZNF37A
chr10	43369636	43371835	FXYD4
chr10	43574419	43576618	ZNF239
chr10	45672581	45674780	ZFAND4
chr10	46373752	46375951	ANXA8L1
chr10	46465759	46467958	NPY4R
chr10	46576217	46578416	SYT15
chr10	46909396	46911595	PTPN20
chr10	47523439	47525638	AGAP9
chr10	48274497	48276696	FRMPD2
chr10	48304639	48306838	MAPK8
chr10	48511390	48513589	ARHGAP22
chr10	49188386	49190585	TMEM273
chr10	49607095	49609294	CHAT
chr10	49608310	49610509	CHAT
chr10	49677651	49679850	C10orf53
chr10	49762180	49764379	OGDHL
chr10	49940049	49942248	PARG
chr10	49940056	49942255	PARG
chr10	49952214	49954413	PARG
chr10	49970004	49972203	PARG
chr10	49986318	49988517	TIMM23B-AGAP6
chr10	50622943	50625142	SGMS1
chr10	50737318	50739517	ASAH2B
chr10	50885476	50887675	A1CF
chr10	54484230	54486429	PCDH15
chr10	54607758	54609957	PCDH15
chr10	55627743	55629942	PCDH15
chr10	59355007	59357206	FAM13C
chr10	59735803	59738002	SLC16A9
chr10	59735803	59738002	MRLN
chr10	60732342	60734541	ANK3
chr10	60733291	60735490	ANK3
chr10	60942378	60944577	RHOBTB1
chr10	60999117	61001316	RHOBTB1
chr10	61001241	61003440	RHOBTB1
chr10	61660929	61663128	CABCOCO1
chr10	63131247	63133446	NRBF2
chr10	68010663	68012862	HERC4
chr10	68075102	68077301	HERC4
chr10	68407095	68409294	RUFY2
chr10	68719012	68721211	CCAR1
chr10	68753172	68755371	CCAR1
chr10	68825531	68827730	STOX1
chr10	69121512	69123711	VPS26A
chr10	70146501	70148700	TYSND1
chr10	70146501	70148700	SAR1A
chr10	70170324	70172523	SAR1A
chr10	70382451	70384650	LRRC20
chr10	70447752	70449951	NODAL
chr10	70785202	70787401	TBATA
chr10	71210570	71212769	UNC5B
chr10	71218095	71220294	UNC5B
chr10	71737625	71739824	C10orf105
chr10	72088833	72091032	SPOCK2
chr10	72178858	72181057	ASCC1
chr10	72214000	72216199	ASCC1
chr10	72214000	72216199	ANAPC16
chr10	72216935	72219134	ANAPC16
chr10	73108375	73110574	NUDT13
chr10	73126008	73128207	NUDT13
chr10	73495825	73498024	USP54
chr10	75097586	75099785	DUSP13
chr10	75109022	75111221	DUSP13
chr10	75208154	75210353	VDAC2
chr10	76886044	76888243	KCNMA1
chr10	76886213	76888412	KCNMA1
chr10	77145652	77147851	KCNMA1
chr10	77348851	77351050	KCNMA1
chr10	79608939	79611138	SFTPA1
chr10	79982415	79984614	SFTPD
chr10	80076646	80078845	TMEM254
chr10	80078713	80080912	TMEM254
chr10	80129682	80131881	PLAC9
chr10	80205372	80207571	ANXA11
chr10	80205373	80207572	ANXA11
chr10	80342745	80344944	DYDC1
chr10	80356556	80358755	DYDC1
chr10	80342745	80344944	DYDC2
chr10	80356556	80358755	DYDC2
chr10	80535827	80538026	SH2D4B
chr10	80535902	80538101	SH2D4B
chr10	84192537	84194736	CDHR1
chr10	86956599	86958798	MMRN2
chr10	86966432	86968631	MMRN2
chr10	86968741	86970940	MMRN2
chr10	86969113	86971312	MMRN2
chr10	87223448	87225647	NUTM2A
chr10	87355720	87357919	NUTM2D
chr10	87657613	87659812	PAPSS2
chr10	88584331	88586530	RNLS
chr10	88584753	88586952	LIPJ
chr10	88662441	88664640	LIPF
chr10	88877734	88879933	STAMBPL1
chr10	88930390	88932589	STAMBPL1
chr10	88951813	88954012	STAMBPL1
chr10	88951813	88954012	ACTA2
chr10	88991140	88993339	ACTA2
chr10	89281636	89283835	LIPA
chr10	89281694	89283893	LIPA
chr10	89325307	89327506	LIPA
chr10	89342460	89344659	LIPA
chr10	89342475	89344674	LIPA
chr10	89376056	89378255	LIPA
chr10	89390546	89392745	LIPA
chr10	89412568	89414767	LIPA
chr10	89414358	89416557	LIPA
chr10	89281636	89283835	IFIT2
chr10	89281694	89283893	IFIT2
chr10	89376056	89378255	IFIT1B
chr10	89390546	89392745	IFIT1
chr10	89699590	89701789	KIF20B
chr10	90869952	90872151	RPP30
chr10	91161012	91163211	PCGF5
chr10	93058798	93060997	EXOC6
chr10	93482135	93484334	MYOF
chr10	93564665	93566864	FFAR4
chr10	93601545	93603744	FFAR4
chr10	93601545	93603744	RBP4
chr10	93755840	93758039	LGI1
chr10	93788406	93790605	LGI1
chr10	93891973	93894172	SLC35G1
chr10	94362760	94364959	NOC3L
chr10	95069298	95071497	CYP2C8
chr10	95561215	95563414	SORBS1
chr10	95709779	95711978	ENTPD1
chr10	95858548	95860747	ENTPD1
chr10	96041394	96043593	CCNJ
chr10	96359166	96361365	OPALIN
chr10	97292438	97294637	ARHGAP19
chr10	97292474	97294673	ARHGAP19
chr10	97424191	97426390	RRP12
chr10	97425875	97428074	RRP12
chr10	97425877	97428076	RRP12
chr10	97496924	97499123	MMS19
chr10	97498595	97500794	MMS19
chr10	97582323	97584522	HOGA1
chr10	97582374	97584573	HOGA1
chr10	97587721	97589920	HOGA1
chr10	97582323	97584522	PI4K2A
chr10	97582374	97584573	PI4K2A
chr10	97587721	97589920	PI4K2A
chr10	97633301	97635500	PI4K2A
chr10	97633301	97635500	MORN4
chr10	97735121	97737320	ZFYVE27
chr10	98132624	98134823	R3HCC1L
chr10	99731928	99734127	COX15
chr10	100527072	100529271	NDUFB8
chr10	100529672	100531871	NDUFB8
chr10	100529801	100532000	NDUFB8
chr10	100967504	100969703	MRPL43
chr10	100972985	100975184	MRPL43
chr10	100985367	100987566	MRPL43
chr10	101352033	101354232	BTRC
chr10	101588071	101590270	POLL
chr10	101783247	101785446	OGA
chr10	101816773	101818972	OGA
chr10	101818266	101820465	OGA
chr10	101843721	101845920	KCNIP2
chr10	102130994	102133193	PPRC1
chr10	102150176	102152375	PPRC1
chr10	102150176	102152375	NOLC1
chr10	102417189	102419388	PSD
chr10	102447816	102450015	C10orf95
chr10	102451344	102453543	C10orf95
chr10	102459395	102461594	MFSD13A
chr10	103243887	103246086	RPEL1
chr10	103394202	103396401	ATP5MK
chr10	103394626	103396825	ATP5MK
chr10	103396293	103398492	ATP5MK
chr10	103450846	103453045	CALHM2
chr10	103452203	103454402	CALHM2
chr10	103479041	103481240	CALHM3
chr10	103965140	103967339	SLK
chr10	103966841	103969040	SLK
chr10	103966848	103969047	SLK
chr10	104120058	104122257	SFR1
chr10	104266873	104269072	GSTO1
chr10	104266873	104269072	GSTO2
chr10	104268206	104270405	GSTO2
chr10	110008182	110010381	ADD3
chr10	110205605	110207804	MXI1
chr10	110869795	110871994	PDCD4
chr10	110896090	110898289	PDCD4
chr10	112444998	112447197	ZDHHC6
chr10	112948247	112950446	TCF7L2
chr10	112951676	112953875	TCF7L2
chr10	113548837	113551036	HABP2
chr10	113663871	113666070	NRAP
chr10	113677162	113679361	CASP7
chr10	113719133	113721332	CASP7
chr10	113852661	113854860	DCLRE1A
chr10	113854184	113856383	DCLRE1A
chr10	113852661	113854860	NHLRC2
chr10	113854184	113856383	NHLRC2
chr10	114404557	114406756	AFAP1L2
chr10	114819744	114821943	FHIP2A
chr10	116543931	116546130	PNLIP
chr10	116668034	116670233	C10orf82
chr10	116670065	116672264	HSPA12A
chr10	116847499	116849698	HSPA12A
chr10	117126387	117128586	SHTN1
chr10	117126387	117128586	VAX1
chr10	117138102	117140301	VAX1
chr10	117195489	117197688	KCNK18
chr10	121598259	121600458	FGFR2
chr10	121987163	121989362	TACC2
chr10	122154994	122157193	TACC2
chr10	122452653	122454852	ARMS2
chr10	122456551	122458750	ARMS2
chr10	123774670	123776869	CPXM2
chr10	124418777	124420976	OAT
chr10	125681229	125683428	TEX36
chr10	125682964	125685163	TEX36
chr10	125717515	125719714	EDRF1
chr10	125749326	125751525	EDRF1
chr10	125751911	125754110	EDRF1
chr10	125775622	125777821	MMP21
chr10	125821546	125823745	BCCIP
chr10	125823059	125825258	BCCIP
chr10	126388278	126390477	ADAM12
chr10	126903409	126905608	DOCK1
chr10	127026223	127028422	DOCK1
chr10	127026276	127028475	DOCK1
chr10	127196392	127198591	DOCK1
chr10	130134391	130136590	GLRX3
chr10	130178185	130180384	GLRX3
chr10	131093218	131095417	TCERG1L
chr10	131311522	131313721	TCERG1L
chr10	132330154	132332353	STK32C
chr10	132331648	132333847	STK32C
chr10	133307410	133309609	ZNF511-PRAP1
chr10	133318624	133320823	ZNF511-PRAP1
chr10	133336736	133338935	ZNF511-PRAP1
chr10	133345368	133347567	ZNF511-PRAP1
chr10	133424426	133426625	SPRN
chr10	133518406	133520605	CYP2E1
chr10	133568092	133570291	SYCE1
chr10	133626596	133628795	FRG2B
chr11	191078	193277	BET1L
chr11	194761	196960	BET1L
chr11	205708	207907	BET1L
chr11	207200	209399	BET1L
chr11	207336	209535	BET1L
chr11	299327	301526	IFITM5
chr11	306408	308607	IFITM1
chr11	327338	329537	IFITM3
chr11	417256	419455	SIGIRR
chr11	692438	694637	EPS8L2
chr11	693591	695790	EPS8L2
chr11	830887	833086	CRACR2B
chr11	914859	917058	CHID1
chr11	1221066	1223265	MUC5B
chr11	1249477	1251676	MUC5B
chr11	1254605	1256804	MUC5B
chr11	1387899	1390098	BRSK2
chr11	2158192	2160391	INS-IGF2
chr11	2161010	2163209	INS-IGF2
chr11	2161022	2163221	INS-IGF2
chr11	2299997	2302196	TSPAN32
chr11	2302850	2305049	TSPAN32
chr11	2398488	2400687	TSSC4
chr11	3055538	3057737	CARS1
chr11	3378918	3381117	ZNF195
chr11	3379023	3381222	ZNF195
chr11	3642117	3644316	ART5
chr11	3671185	3673384	CHRNA10
chr11	3795724	3797923	PGAP2
chr11	3797593	3799792	PGAP2
chr11	3854062	3856261	STIM1
chr11	3855310	3857509	STIM1
chr11	4092707	4094906	STIM1
chr11	4447295	4449494	OR52K2
chr11	4879819	4882018	OR51T1
chr11	5229196	5231395	HBB
chr11	5301747	5303946	HBE1
chr11	5324098	5326297	HBE1
chr11	5349508	5351707	HBE1
chr11	5381812	5384011	HBE1
chr11	5420111	5422310	HBE1
chr11	5441315	5443514	HBE1
chr11	5447323	5449522	HBE1
chr11	5486685	5488884	HBE1
chr11	5505406	5507605	HBE1
chr11	5505453	5507652	HBE1
chr11	5505453	5507652	HBE1
chr11	5420111	5422310	OR51Q1
chr11	5486685	5488884	OR52D1
chr11	5578877	5581076	OR52B6
chr11	5594109	5596308	TRIM6
chr11	5594725	5596924	TRIM6
chr11	5594725	5596924	TRIM6-TRIM34
chr11	5617764	5619963	TRIM6-TRIM34
chr11	5617764	5619963	TRIM34
chr11	5687610	5689809	TRIM5
chr11	5724502	5726701	TRIM5
chr11	5734448	5736647	TRIM5
chr11	5752243	5754442	TRIM5
chr11	5759153	5761352	TRIM5
chr11	5783156	5785355	TRIM5
chr11	5791066	5793265	TRIM5
chr11	5806924	5809123	TRIM5
chr11	5841698	5843897	TRIM5
chr11	5857491	5859690	TRIM5
chr11	5878629	5880828	TRIM5
chr11	5891208	5893407	TRIM5
chr11	5936751	5938950	TRIM5
chr11	5938420	5940619	TRIM5
chr11	5724502	5726701	TRIM22
chr11	5734448	5736647	TRIM22
chr11	5986786	5988985	OR52L1
chr11	6105684	6107883	OR56B4
chr11	6232765	6234964	FHIP1B
chr11	6234512	6236711	FHIP1B
chr11	6232765	6234964	CNGA4
chr11	6234512	6236711	CNGA4
chr11	6419215	6421414	APBB1
chr11	6474260	6476459	TRIM3
chr11	6474260	6476459	ARFIP2
chr11	6479485	6481684	ARFIP2
chr11	6481280	6483479	ARFIP2
chr11	6601708	6603907	ILK
chr11	6603417	6605616	ILK
chr11	6924404	6926603	ZNF215
chr11	6926679	6928878	ZNF215
chr11	7968251	7970450	EIF3F
chr11	8017244	8019443	TUB
chr11	8039519	8041718	TUB
chr11	8058038	8060237	TUB
chr11	8167167	8169366	RIC3
chr11	8168856	8171055	RIC3
chr11	8268517	8270716	LMO1
chr11	8553016	8555215	STK33
chr11	8594090	8596289	STK33
chr11	8766778	8768977	DENND2B
chr11	8909139	8911338	DENND2B
chr11	8910752	8912951	DENND2B
chr11	8909139	8911338	AKIP1
chr11	8910752	8912951	AKIP1
chr11	8962502	8964701	TMEM9B
chr11	8964812	8967011	TMEM9B
chr11	9090180	9092379	SCUBE2
chr11	10315671	10317870	AMPD3
chr11	10611490	10613689	IRAG1
chr11	10693789	10695988	IRAG1
chr11	10856179	10858378	ZBED5
chr11	11839423	11841622	USP47
chr11	12161683	12163882	MICAL2
chr11	13495982	13498181	PTH
chr11	14364307	14366506	RRAS2
chr11	14499828	14502027	COPB1
chr11	14641804	14644003	PSMA1
chr11	14643436	14645635	PSMA1
chr11	14902997	14905196	CALCB
chr11	14972155	14974354	CALCB
chr11	15110424	15112623	INSC
chr11	15969422	15971621	SOX6
chr11	16021190	16023389	SOX6
chr11	17206153	17208352	NUCB2
chr11	17207787	17209986	NUCB2
chr11	17389132	17391331	KCNJ11
chr11	18022732	18024931	TPH1
chr11	18118955	18121154	MRGPRX3
chr11	18170837	18173036	MRGPRX4
chr11	18236603	18238802	SAA2-SAA4
chr11	18248436	18250635	SAA2-SAA4
chr11	18248469	18250668	SAA2-SAA4
chr11	18248436	18250635	SAA2
chr11	18248469	18250668	SAA2
chr11	18526752	18528951	TSG101
chr11	18726031	18728230	PTPN5
chr11	18792522	18794721	PTPN5
chr11	19241421	19243620	E2F8
chr11	19348724	19350923	NAV2
chr11	19507030	19509229	NAV2
chr11	19519697	19521896	NAV2
chr11	19573310	19575509	NAV2
chr11	19591092	19593291	NAV2
chr11	19712420	19714619	NAV2
chr11	19759884	19762083	NAV2
chr11	19981138	19983337	NAV2
chr11	20049259	20051458	NAV2
chr11	20361685	20363884	HTATIP2
chr11	20667551	20669750	NELL1
chr11	21262371	21264570	NELL1
chr11	26331090	26333289	ANO3
chr11	26572064	26574263	ANO3
chr11	26572064	26574263	MUC15
chr11	27038725	27040924	BBOX1
chr11	27469729	27471928	LGR4
chr11	27472591	27474790	LGR4
chr11	27721859	27724058	BDNF
chr11	28106248	28108447	METTL15
chr11	28107957	28110156	METTL15
chr11	30229014	30231213	FSHB
chr11	30582112	30584311	MPPED2
chr11	31507755	31509954	IMMP1L
chr11	31509446	31511645	IMMP1L
chr11	31810307	31812506	PAX6
chr11	31810391	31812590	PAX6
chr11	31814266	31816465	PAX6
chr11	31817762	31819961	PAX6
chr11	31814266	31816465	RCN1
chr11	31817762	31819961	RCN1
chr11	31824347	31826546	RCN1
chr11	32041119	32043318	RCN1
chr11	32053061	32055260	RCN1
chr11	32079764	32081963	RCN1
chr11	33074149	33076348	TCP11L1
chr11	35530101	35532300	PAMR1
chr11	36592369	36594568	IFTAP
chr11	36592524	36594723	IFTAP
chr11	36598080	36600279	IFTAP
chr11	41459574	41461773	LRRC4C
chr11	43309963	43312162	API5
chr11	44951107	44953306	TP53I11
chr11	45093806	45096005	PRDM11
chr11	45883651	45885850	MAPK8IP1
chr11	45918613	45920812	PEX16
chr11	45919621	45921820	LARGE2
chr11	46121031	46123230	PHF21A
chr11	46330905	46333104	DGKZ
chr11	46374402	46376601	DGKZ
chr11	46378756	46380955	DGKZ
chr11	46378756	46380955	MDK
chr11	46449807	46452006	AMBRA1
chr11	46451690	46453889	AMBRA1
chr11	46593926	46596125	AMBRA1
chr11	46615527	46617726	HARBI1
chr11	46615527	46617726	ATG13
chr11	46617710	46619909	ATG13
chr11	46934689	46936888	CSTPP1
chr11	47176926	47179125	ARFGAP2
chr11	47246300	47248499	NR1H3
chr11	47248707	47250906	NR1H3
chr11	47267161	47269360	NR1H3
chr11	47271911	47274110	MADD
chr11	47405132	47407331	SLC39A13
chr11	47409170	47411369	SLC39A13
chr11	47426274	47428473	PSMC3
chr11	47563336	47565535	PTPMT1
chr11	47563430	47565629	PTPMT1
chr11	47565370	47567569	PTPMT1
chr11	49025501	49027700	TRIM49B
chr11	49058913	49061112	TRIM64C
chr11	49950391	49952590	OR4C13
chr11	55552307	55554506	OR4C15
chr11	55881297	55883496	TRIM51
chr11	57380951	57383150	PRG3
chr11	57423860	57426059	SLC43A3
chr11	57427381	57429580	SLC43A3
chr11	57568085	57570284	UBE2L6
chr11	57646188	57648387	YPEL4
chr11	57649745	57651944	YPEL4
chr11	57710582	57712781	TMX2
chr11	57710593	57712792	TMX2
chr11	57712022	57714221	TMX2
chr11	57739491	57741690	TMX2
chr11	57751243	57753442	CTNND1
chr11	57752476	57754675	CTNND1
chr11	58021881	58024080	OR9Q1
chr11	58028953	58031152	OR9Q1
chr11	58059939	58062138	OR9Q1
chr11	58125331	58127530	OR9Q1
chr11	58228719	58230918	OR10Q1
chr11	58268061	58270260	OR10W1
chr11	58577063	58579262	LPXN
chr11	58577172	58579371	LPXN
chr11	58578021	58580220	LPXN
chr11	59084307	59086506	GLYATL1B
chr11	59105185	59107384	FAM111B
chr11	59140748	59142947	FAM111A
chr11	59142816	59145015	FAM111A
chr11	60183657	60185856	MS4A6A
chr11	60184467	60186666	MS4A6A
chr11	60376485	60378684	MS4A7
chr11	60376530	60378729	MS4A7
